host,para,weight
h_OG0004264,p_OG0003135,4
h_OG0005185,p_OG0003135,4
h_OG0009168,p_OG0003135,4
h_OG0013728,p_OG0003135,4
h_OG0003884,p_OG0003139,3
h_OG0003930,p_OG0003139,4
h_OG0009455,p_OG0003139,3
h_OG0003884,p_OG0003140,3
h_OG0003930,p_OG0003140,4
h_OG0009455,p_OG0003140,4
h_OG0010678,p_OG0003140,3
h_OG0001454,p_OG0003144,4
h_OG0002319,p_OG0003144,3
h_OG0004702,p_OG0003144,4
h_OG0004993,p_OG0003144,5
h_OG0006031,p_OG0003144,3
h_OG0007301,p_OG0003144,4
h_OG0008931,p_OG0003144,4
h_OG0011266,p_OG0003144,4
h_OG0012266,p_OG0003144,4
h_OG0013031,p_OG0003144,4
h_OG0014001,p_OG0003144,4
h_OG0009045,p_OG0003148,4
h_OG0009469,p_OG0003148,5
h_OG0003834,p_OG0003149,4
h_OG0004702,p_OG0003149,4
h_OG0005135,p_OG0003149,4
h_OG0005385,p_OG0003149,4
h_OG0006051,p_OG0003149,4
h_OG0011489,p_OG0003149,4
h_OG0003523,p_OG0003150,4
h_OG0003834,p_OG0003150,5
h_OG0005185,p_OG0003150,4
h_OG0009168,p_OG0003150,4
h_OG0011489,p_OG0003150,4
h_OG0003834,p_OG0003154,4
h_OG0003884,p_OG0003155,4
h_OG0003930,p_OG0003155,5
h_OG0007718,p_OG0003155,5
h_OG0000256,p_OG0003157,5
h_OG0000278,p_OG0003157,6
h_OG0000353,p_OG0003157,6
h_OG0000403,p_OG0003157,5
h_OG0001396,p_OG0003157,3
h_OG0001461,p_OG0003157,5
h_OG0002223,p_OG0003157,5
h_OG0002612,p_OG0003157,5
h_OG0003722,p_OG0003157,5
h_OG0003855,p_OG0003157,6
h_OG0005803,p_OG0003157,6
h_OG0006816,p_OG0003157,5
h_OG0006889,p_OG0003157,5
h_OG0007092,p_OG0003157,6
h_OG0007257,p_OG0003157,5
h_OG0007613,p_OG0003157,5
h_OG0007640,p_OG0003157,6
h_OG0007962,p_OG0003157,3
h_OG0009637,p_OG0003157,5
h_OG0010874,p_OG0003157,5
h_OG0012694,p_OG0003157,4
h_OG0013199,p_OG0003157,3
h_OG0000120,p_OG0003159,4
h_OG0000120,p_OG0003160,4
h_OG0007758,p_OG0003160,4
h_OG0000152,p_OG0003161,4
h_OG0000640,p_OG0003161,4
h_OG0001461,p_OG0003161,4
h_OG0003101,p_OG0003161,5
h_OG0004469,p_OG0003161,4
h_OG0004790,p_OG0003161,4
h_OG0005627,p_OG0003161,3
h_OG0005819,p_OG0003161,4
h_OG0006974,p_OG0003161,4
h_OG0007758,p_OG0003161,4
h_OG0007962,p_OG0003161,3
h_OG0008867,p_OG0003161,4
h_OG0012034,p_OG0003161,4
h_OG0012931,p_OG0003161,4
h_OG0000278,p_OG0003162,5
h_OG0001461,p_OG0003162,4
h_OG0002593,p_OG0003162,4
h_OG0002612,p_OG0003162,4
h_OG0003769,p_OG0003162,5
h_OG0003855,p_OG0003162,5
h_OG0005028,p_OG0003162,4
h_OG0006022,p_OG0003162,5
h_OG0006974,p_OG0003162,4
h_OG0006989,p_OG0003162,5
h_OG0007758,p_OG0003162,4
h_OG0007962,p_OG0003162,3
h_OG0010871,p_OG0003162,3
h_OG0010874,p_OG0003162,4
h_OG0012034,p_OG0003162,4
h_OG0012813,p_OG0003162,5
h_OG0013796,p_OG0003162,5
h_OG0013904,p_OG0003162,5
h_OG0005385,p_OG0003163,4
h_OG0003834,p_OG0003164,4
h_OG0000853,p_OG0003165,4
h_OG0001792,p_OG0003165,4
h_OG0002090,p_OG0003165,4
h_OG0003523,p_OG0003165,4
h_OG0003834,p_OG0003165,4
h_OG0003975,p_OG0003165,4
h_OG0004264,p_OG0003165,4
h_OG0005185,p_OG0003165,4
h_OG0003523,p_OG0003166,4
h_OG0003834,p_OG0003166,4
h_OG0004264,p_OG0003166,4
h_OG0005185,p_OG0003166,4
h_OG0008996,p_OG0003166,4
h_OG0012646,p_OG0003166,4
h_OG0005385,p_OG0003172,4
h_OG0011270,p_OG0003172,4
h_OG0012617,p_OG0003172,4
h_OG0005385,p_OG0003177,4
h_OG0013434,p_OG0003177,4
h_OG0000115,p_OG0003179,3
h_OG0000224,p_OG0003179,4
h_OG0000432,p_OG0003179,4
h_OG0000817,p_OG0003179,4
h_OG0001193,p_OG0003179,4
h_OG0001223,p_OG0003179,4
h_OG0001548,p_OG0003179,4
h_OG0001704,p_OG0003179,3
h_OG0001768,p_OG0003179,4
h_OG0001850,p_OG0003179,4
h_OG0002073,p_OG0003179,4
h_OG0002138,p_OG0003179,4
h_OG0003067,p_OG0003179,4
h_OG0003331,p_OG0003179,4
h_OG0003346,p_OG0003179,4
h_OG0004051,p_OG0003179,4
h_OG0004239,p_OG0003179,4
h_OG0004755,p_OG0003179,4
h_OG0005055,p_OG0003179,4
h_OG0005113,p_OG0003179,4
h_OG0005304,p_OG0003179,4
h_OG0005325,p_OG0003179,4
h_OG0005396,p_OG0003179,4
h_OG0005490,p_OG0003179,4
h_OG0005658,p_OG0003179,4
h_OG0005899,p_OG0003179,4
h_OG0005971,p_OG0003179,4
h_OG0006125,p_OG0003179,3
h_OG0006369,p_OG0003179,4
h_OG0006403,p_OG0003179,4
h_OG0006446,p_OG0003179,4
h_OG0006450,p_OG0003179,4
h_OG0007014,p_OG0003179,4
h_OG0007109,p_OG0003179,4
h_OG0007545,p_OG0003179,4
h_OG0007585,p_OG0003179,4
h_OG0007818,p_OG0003179,4
h_OG0008063,p_OG0003179,4
h_OG0008064,p_OG0003179,4
h_OG0008899,p_OG0003179,4
h_OG0009136,p_OG0003179,4
h_OG0009366,p_OG0003179,4
h_OG0009619,p_OG0003179,4
h_OG0009681,p_OG0003179,4
h_OG0009998,p_OG0003179,4
h_OG0010032,p_OG0003179,3
h_OG0010092,p_OG0003179,4
h_OG0010326,p_OG0003179,4
h_OG0010396,p_OG0003179,4
h_OG0010424,p_OG0003179,4
h_OG0010448,p_OG0003179,3
h_OG0011188,p_OG0003179,4
h_OG0011722,p_OG0003179,4
h_OG0011916,p_OG0003179,4
h_OG0011967,p_OG0003179,4
h_OG0012052,p_OG0003179,4
h_OG0012310,p_OG0003179,4
h_OG0012637,p_OG0003179,4
h_OG0012725,p_OG0003179,4
h_OG0012744,p_OG0003179,4
h_OG0012770,p_OG0003179,4
h_OG0012847,p_OG0003179,4
h_OG0012966,p_OG0003179,4
h_OG0013148,p_OG0003179,4
h_OG0013156,p_OG0003179,4
h_OG0013288,p_OG0003179,4
h_OG0013434,p_OG0003179,4
h_OG0013647,p_OG0003179,4
h_OG0000308,p_OG0003180,5
h_OG0002053,p_OG0003180,4
h_OG0005284,p_OG0003180,5
h_OG0010280,p_OG0003180,5
h_OG0012386,p_OG0003180,4
h_OG0011146,p_OG0003181,4
h_OG0011270,p_OG0003181,4
h_OG0007607,p_OG0003182,4
h_OG0009951,p_OG0003182,4
h_OG0011146,p_OG0003182,4
h_OG0003523,p_OG0003183,4
h_OG0003834,p_OG0003183,4
h_OG0007059,p_OG0003183,4
h_OG0012505,p_OG0003183,4
h_OG0012617,p_OG0003183,4
h_OG0007740,p_OG0003185,4
h_OG0000853,p_OG0003187,4
h_OG0001792,p_OG0003187,4
h_OG0003505,p_OG0003187,4
h_OG0003523,p_OG0003187,4
h_OG0003834,p_OG0003187,4
h_OG0004264,p_OG0003187,4
h_OG0005185,p_OG0003187,4
h_OG0008996,p_OG0003187,4
h_OG0009168,p_OG0003187,4
h_OG0011489,p_OG0003187,4
h_OG0012646,p_OG0003187,4
h_OG0000476,p_OG0003188,4
h_OG0001454,p_OG0003188,4
h_OG0002319,p_OG0003188,3
h_OG0003642,p_OG0003188,4
h_OG0004744,p_OG0003188,4
h_OG0005820,p_OG0003188,4
h_OG0006051,p_OG0003188,4
h_OG0006522,p_OG0003188,3
h_OG0006896,p_OG0003188,4
h_OG0008727,p_OG0003188,4
h_OG0008931,p_OG0003188,4
h_OG0009951,p_OG0003188,4
h_OG0010416,p_OG0003188,4
h_OG0010584,p_OG0003188,4
h_OG0011266,p_OG0003188,4
h_OG0012266,p_OG0003188,4
h_OG0013031,p_OG0003188,4
h_OG0014001,p_OG0003188,4
h_OG0001792,p_OG0003189,4
h_OG0002090,p_OG0003189,4
h_OG0002223,p_OG0003189,4
h_OG0004264,p_OG0003189,4
h_OG0005185,p_OG0003189,4
h_OG0006022,p_OG0003189,5
h_OG0009168,p_OG0003189,4
h_OG0010254,p_OG0003189,4
h_OG0011514,p_OG0003189,4
h_OG0012646,p_OG0003189,4
h_OG0003884,p_OG0003190,4
h_OG0010678,p_OG0003190,3
h_OG0002319,p_OG0003192,4
h_OG0002090,p_OG0003193,4
h_OG0002223,p_OG0003193,4
h_OG0006022,p_OG0003193,5
h_OG0007089,p_OG0003193,4
h_OG0011514,p_OG0003193,5
h_OG0008302,p_OG0003197,3
h_OG0001892,p_OG0003199,4
h_OG0003714,p_OG0003199,3
h_OG0004428,p_OG0003199,4
h_OG0005337,p_OG0003199,4
h_OG0005385,p_OG0003199,4
h_OG0005563,p_OG0003199,4
h_OG0005796,p_OG0003199,4
h_OG0006931,p_OG0003199,3
h_OG0008283,p_OG0003199,4
h_OG0008532,p_OG0003199,4
h_OG0008736,p_OG0003199,3
h_OG0010469,p_OG0003199,3
h_OG0010652,p_OG0003199,5
h_OG0011377,p_OG0003199,3
h_OG0012140,p_OG0003199,5
h_OG0013205,p_OG0003199,4
h_OG0013640,p_OG0003199,4
h_OG0003641,p_OG0003200,4
h_OG0010618,p_OG0003200,5
h_OG0012994,p_OG0003200,5
h_OG0000423,p_OG0003201,4
h_OG0003930,p_OG0003201,4
h_OG0008727,p_OG0003201,4
h_OG0009455,p_OG0003201,4
h_OG0003834,p_OG0003202,4
h_OG0004264,p_OG0003202,4
h_OG0001792,p_OG0003203,4
h_OG0001429,p_OG0003204,4
h_OG0001792,p_OG0003204,4
h_OG0002090,p_OG0003204,4
h_OG0002223,p_OG0003204,4
h_OG0003834,p_OG0003204,4
h_OG0004264,p_OG0003204,4
h_OG0006022,p_OG0003204,5
h_OG0007089,p_OG0003204,4
h_OG0010254,p_OG0003204,4
h_OG0011514,p_OG0003204,4
h_OG0012362,p_OG0003204,4
h_OG0012646,p_OG0003204,4
h_OG0013304,p_OG0003204,5
h_OG0000718,p_OG0003205,4
h_OG0004428,p_OG0003205,4
h_OG0004702,p_OG0003205,4
h_OG0005656,p_OG0003205,4
h_OG0005796,p_OG0003205,4
h_OG0007111,p_OG0003205,4
h_OG0007198,p_OG0003205,5
h_OG0009281,p_OG0003205,4
h_OG0010187,p_OG0003205,4
h_OG0012266,p_OG0003205,4
h_OG0012628,p_OG0003205,4
h_OG0000095,p_OG0003206,4
h_OG0000256,p_OG0003206,4
h_OG0000352,p_OG0003206,4
h_OG0000476,p_OG0003206,4
h_OG0000585,p_OG0003206,4
h_OG0000598,p_OG0003206,5
h_OG0001065,p_OG0003206,4
h_OG0001185,p_OG0003206,4
h_OG0001454,p_OG0003206,4
h_OG0002010,p_OG0003206,4
h_OG0002055,p_OG0003206,4
h_OG0002319,p_OG0003206,3
h_OG0003349,p_OG0003206,4
h_OG0003642,p_OG0003206,4
h_OG0003674,p_OG0003206,4
h_OG0004148,p_OG0003206,3
h_OG0004393,p_OG0003206,4
h_OG0004428,p_OG0003206,4
h_OG0004641,p_OG0003206,4
h_OG0004702,p_OG0003206,4
h_OG0004744,p_OG0003206,4
h_OG0004993,p_OG0003206,5
h_OG0005135,p_OG0003206,4
h_OG0005384,p_OG0003206,4
h_OG0005546,p_OG0003206,4
h_OG0005820,p_OG0003206,4
h_OG0006051,p_OG0003206,4
h_OG0006303,p_OG0003206,4
h_OG0006366,p_OG0003206,4
h_OG0006522,p_OG0003206,3
h_OG0006896,p_OG0003206,5
h_OG0007059,p_OG0003206,4
h_OG0007138,p_OG0003206,4
h_OG0007301,p_OG0003206,4
h_OG0007414,p_OG0003206,4
h_OG0008416,p_OG0003206,3
h_OG0008727,p_OG0003206,4
h_OG0009666,p_OG0003206,4
h_OG0010095,p_OG0003206,5
h_OG0010547,p_OG0003206,4
h_OG0010648,p_OG0003206,4
h_OG0011489,p_OG0003206,4
h_OG0012266,p_OG0003206,4
h_OG0012427,p_OG0003206,3
h_OG0012505,p_OG0003206,4
h_OG0012834,p_OG0003206,4
h_OG0012836,p_OG0003206,4
h_OG0012932,p_OG0003206,4
h_OG0012941,p_OG0003206,4
h_OG0013031,p_OG0003206,4
h_OG0013925,p_OG0003206,3
h_OG0014001,p_OG0003206,4
h_OG0000120,p_OG0003207,4
h_OG0000769,p_OG0003207,4
h_OG0004990,p_OG0003207,4
h_OG0007758,p_OG0003207,4
h_OG0010682,p_OG0003207,4
h_OG0012874,p_OG0003207,4
h_OG0007740,p_OG0003209,5
h_OG0000907,p_OG0003210,4
h_OG0007740,p_OG0003210,5
h_OG0003834,p_OG0003212,4
h_OG0000746,p_OG0003214,4
h_OG0006691,p_OG0003214,4
h_OG0007797,p_OG0003214,4
h_OG0008118,p_OG0003214,4
h_OG0009951,p_OG0003214,4
h_OG0000057,p_OG0003215,4
h_OG0000095,p_OG0003215,4
h_OG0000147,p_OG0003215,5
h_OG0000256,p_OG0003215,4
h_OG0000318,p_OG0003215,3
h_OG0000402,p_OG0003215,5
h_OG0000746,p_OG0003215,4
h_OG0001914,p_OG0003215,4
h_OG0002319,p_OG0003215,3
h_OG0002662,p_OG0003215,3
h_OG0002692,p_OG0003215,4
h_OG0002838,p_OG0003215,4
h_OG0003642,p_OG0003215,4
h_OG0004993,p_OG0003215,5
h_OG0005109,p_OG0003215,4
h_OG0005193,p_OG0003215,4
h_OG0005280,p_OG0003215,4
h_OG0005385,p_OG0003215,4
h_OG0006015,p_OG0003215,4
h_OG0006086,p_OG0003215,4
h_OG0006115,p_OG0003215,4
h_OG0006309,p_OG0003215,4
h_OG0006691,p_OG0003215,4
h_OG0006824,p_OG0003215,4
h_OG0006938,p_OG0003215,4
h_OG0007073,p_OG0003215,5
h_OG0007414,p_OG0003215,4
h_OG0007519,p_OG0003215,4
h_OG0007721,p_OG0003215,3
h_OG0008111,p_OG0003215,4
h_OG0008118,p_OG0003215,4
h_OG0008169,p_OG0003215,5
h_OG0008353,p_OG0003215,5
h_OG0008672,p_OG0003215,6
h_OG0008931,p_OG0003215,4
h_OG0009045,p_OG0003215,4
h_OG0009405,p_OG0003215,5
h_OG0009448,p_OG0003215,3
h_OG0009951,p_OG0003215,4
h_OG0010416,p_OG0003215,4
h_OG0010423,p_OG0003215,4
h_OG0010455,p_OG0003215,4
h_OG0010464,p_OG0003215,4
h_OG0010971,p_OG0003215,4
h_OG0011034,p_OG0003215,5
h_OG0011088,p_OG0003215,4
h_OG0011102,p_OG0003215,4
h_OG0011266,p_OG0003215,4
h_OG0011940,p_OG0003215,4
h_OG0012266,p_OG0003215,5
h_OG0012382,p_OG0003215,4
h_OG0012427,p_OG0003215,3
h_OG0012608,p_OG0003215,4
h_OG0013205,p_OG0003215,4
h_OG0013295,p_OG0003215,4
h_OG0013299,p_OG0003215,5
h_OG0013448,p_OG0003215,4
h_OG0013974,p_OG0003215,4
h_OG0014015,p_OG0003215,3
h_OG0007059,p_OG0003218,4
h_OG0003834,p_OG0003219,4
h_OG0011489,p_OG0003219,4
h_OG0005020,p_OG0003222,4
h_OG0003834,p_OG0003223,4
h_OG0000853,p_OG0003224,5
h_OG0001235,p_OG0003224,3
h_OG0003523,p_OG0003224,4
h_OG0003834,p_OG0003224,4
h_OG0003975,p_OG0003224,5
h_OG0004264,p_OG0003224,4
h_OG0005185,p_OG0003224,4
h_OG0003884,p_OG0003225,4
h_OG0006015,p_OG0003225,4
h_OG0006031,p_OG0003225,3
h_OG0006086,p_OG0003225,4
h_OG0006751,p_OG0003225,3
h_OG0007721,p_OG0003225,3
h_OG0013086,p_OG0003225,4
h_OG0005185,p_OG0003228,4
h_OG0000256,p_OG0003229,4
h_OG0003642,p_OG0003229,4
h_OG0012266,p_OG0003229,4
h_OG0005135,p_OG0003230,4
h_OG0006051,p_OG0003230,4
h_OG0013925,p_OG0003230,5
h_OG0001983,p_OG0003232,4
h_OG0008650,p_OG0003232,4
h_OG0003834,p_OG0003233,5
h_OG0002319,p_OG0003234,3
h_OG0003642,p_OG0003234,4
h_OG0004993,p_OG0003234,5
h_OG0006389,p_OG0003234,4
h_OG0007059,p_OG0003234,4
h_OG0010416,p_OG0003234,5
h_OG0012266,p_OG0003234,4
h_OG0012427,p_OG0003234,3
h_OG0000853,p_OG0003238,4
h_OG0002090,p_OG0003238,4
h_OG0003523,p_OG0003238,4
h_OG0003834,p_OG0003238,4
h_OG0005185,p_OG0003238,4
h_OG0003834,p_OG0003239,4
h_OG0003975,p_OG0003239,4
h_OG0004264,p_OG0003239,4
h_OG0004428,p_OG0003241,4
h_OG0007059,p_OG0003241,5
h_OG0012266,p_OG0003241,4
h_OG0012505,p_OG0003241,4
h_OG0013925,p_OG0003241,3
h_OG0000711,p_OG0003242,3
h_OG0009988,p_OG0003243,4
h_OG0007740,p_OG0003247,5
h_OG0007740,p_OG0003248,5
h_OG0003975,p_OG0003249,4
h_OG0007324,p_OG0003249,4
h_OG0000853,p_OG0003250,4
h_OG0001792,p_OG0003250,4
h_OG0003834,p_OG0003250,4
h_OG0005093,p_OG0003250,5
h_OG0009168,p_OG0003250,4
h_OG0007758,p_OG0003253,5
h_OG0000308,p_OG0003257,5
h_OG0002060,p_OG0003257,4
h_OG0003413,p_OG0003257,4
h_OG0004941,p_OG0003257,4
h_OG0005116,p_OG0003257,4
h_OG0005130,p_OG0003257,4
h_OG0005284,p_OG0003257,4
h_OG0005657,p_OG0003257,4
h_OG0006640,p_OG0003257,3
h_OG0007319,p_OG0003257,4
h_OG0007650,p_OG0003257,4
h_OG0007970,p_OG0003257,4
h_OG0009016,p_OG0003257,4
h_OG0009168,p_OG0003257,4
h_OG0009771,p_OG0003257,4
h_OG0010649,p_OG0003257,4
h_OG0011531,p_OG0003257,4
h_OG0011553,p_OG0003257,4
h_OG0012605,p_OG0003257,4
h_OG0012764,p_OG0003257,5
h_OG0012896,p_OG0003257,4
h_OG0012938,p_OG0003257,4
h_OG0012994,p_OG0003257,4
h_OG0013742,p_OG0003257,4
h_OG0008931,p_OG0003258,4
h_OG0009045,p_OG0003258,4
h_OG0009469,p_OG0003258,5
h_OG0010893,p_OG0003258,3
h_OG0011270,p_OG0003258,4
h_OG0013086,p_OG0003258,4
h_OG0003642,p_OG0003259,4
h_OG0003930,p_OG0003259,4
h_OG0004428,p_OG0003259,4
h_OG0004702,p_OG0003259,4
h_OG0005135,p_OG0003259,4
h_OG0007059,p_OG0003259,4
h_OG0007967,p_OG0003259,4
h_OG0012266,p_OG0003259,4
h_OG0006691,p_OG0003261,4
h_OG0008289,p_OG0003261,4
h_OG0008931,p_OG0003261,4
h_OG0009953,p_OG0003261,4
h_OG0012088,p_OG0003261,4
h_OG0002616,p_OG0003262,4
h_OG0008727,p_OG0003262,4
h_OG0003523,p_OG0003267,4
h_OG0003834,p_OG0003267,4
h_OG0004264,p_OG0003267,5
h_OG0005185,p_OG0003267,4
h_OG0008996,p_OG0003267,4
h_OG0000909,p_OG0003269,6
h_OG0002561,p_OG0003269,4
h_OG0002726,p_OG0003269,4
h_OG0005321,p_OG0003269,5
h_OG0005563,p_OG0003269,4
h_OG0006063,p_OG0003269,4
h_OG0006691,p_OG0003269,4
h_OG0006764,p_OG0003269,3
h_OG0007773,p_OG0003269,6
h_OG0007820,p_OG0003269,5
h_OG0009623,p_OG0003269,7
h_OG0011270,p_OG0003269,4
h_OG0012088,p_OG0003269,5
h_OG0013448,p_OG0003269,4
h_OG0000095,p_OG0003271,4
h_OG0000256,p_OG0003271,4
h_OG0000585,p_OG0003271,4
h_OG0001416,p_OG0003271,3
h_OG0002319,p_OG0003271,4
h_OG0003642,p_OG0003271,4
h_OG0004702,p_OG0003271,4
h_OG0004993,p_OG0003271,5
h_OG0005923,p_OG0003271,4
h_OG0006031,p_OG0003271,3
h_OG0006691,p_OG0003271,4
h_OG0006751,p_OG0003271,3
h_OG0007414,p_OG0003271,5
h_OG0007721,p_OG0003271,4
h_OG0008118,p_OG0003271,4
h_OG0009595,p_OG0003271,4
h_OG0009951,p_OG0003271,4
h_OG0011879,p_OG0003271,4
h_OG0012266,p_OG0003271,4
h_OG0012427,p_OG0003271,5
h_OG0012505,p_OG0003271,4
h_OG0013031,p_OG0003271,4
h_OG0014001,p_OG0003271,4
h_OG0004702,p_OG0003272,4
h_OG0006948,p_OG0003272,4
h_OG0007388,p_OG0003272,4
h_OG0008996,p_OG0003272,4
h_OG0009900,p_OG0003272,5
h_OG0012266,p_OG0003272,4
h_OG0001792,p_OG0003273,5
h_OG0002090,p_OG0003273,4
h_OG0003505,p_OG0003273,4
h_OG0003523,p_OG0003273,4
h_OG0003834,p_OG0003273,5
h_OG0004264,p_OG0003273,4
h_OG0004471,p_OG0003273,5
h_OG0005185,p_OG0003273,4
h_OG0005495,p_OG0003273,4
h_OG0008996,p_OG0003273,4
h_OG0009168,p_OG0003273,4
h_OG0010263,p_OG0003273,4
h_OG0011489,p_OG0003273,4
h_OG0012646,p_OG0003273,5
h_OG0005185,p_OG0003274,4
h_OG0003834,p_OG0003275,4
h_OG0012337,p_OG0003276,5
h_OG0013659,p_OG0003278,3
h_OG0000256,p_OG0003279,4
h_OG0000585,p_OG0003279,4
h_OG0001126,p_OG0003279,3
h_OG0001259,p_OG0003279,4
h_OG0002319,p_OG0003279,3
h_OG0003642,p_OG0003279,4
h_OG0004993,p_OG0003279,4
h_OG0006341,p_OG0003279,4
h_OG0007117,p_OG0003279,4
h_OG0007414,p_OG0003279,4
h_OG0007607,p_OG0003279,4
h_OG0007832,p_OG0003279,4
h_OG0008118,p_OG0003279,4
h_OG0008672,p_OG0003279,5
h_OG0009405,p_OG0003279,5
h_OG0009951,p_OG0003279,4
h_OG0011102,p_OG0003279,4
h_OG0011146,p_OG0003279,4
h_OG0011266,p_OG0003279,4
h_OG0012382,p_OG0003279,4
h_OG0005068,p_OG0003280,4
h_OG0008961,p_OG0003280,3
h_OG0009817,p_OG0003280,4
h_OG0010361,p_OG0003280,4
h_OG0000256,p_OG0003281,4
h_OG0000585,p_OG0003281,5
h_OG0002319,p_OG0003281,3
h_OG0003642,p_OG0003281,4
h_OG0004993,p_OG0003281,4
h_OG0006341,p_OG0003281,4
h_OG0006691,p_OG0003281,4
h_OG0007117,p_OG0003281,5
h_OG0007607,p_OG0003281,4
h_OG0007832,p_OG0003281,4
h_OG0008118,p_OG0003281,4
h_OG0008672,p_OG0003281,5
h_OG0008931,p_OG0003281,4
h_OG0009405,p_OG0003281,4
h_OG0009951,p_OG0003281,4
h_OG0010416,p_OG0003281,5
h_OG0010469,p_OG0003281,3
h_OG0011102,p_OG0003281,4
h_OG0011266,p_OG0003281,4
h_OG0011879,p_OG0003281,4
h_OG0012266,p_OG0003281,4
h_OG0012382,p_OG0003281,4
h_OG0013448,p_OG0003281,4
h_OG0000423,p_OG0003282,4
h_OG0002319,p_OG0003282,4
h_OG0006042,p_OG0003282,4
h_OG0006691,p_OG0003282,4
h_OG0006751,p_OG0003282,3
h_OG0006975,p_OG0003282,4
h_OG0008118,p_OG0003282,4
h_OG0008931,p_OG0003282,4
h_OG0009045,p_OG0003282,4
h_OG0009469,p_OG0003282,5
h_OG0009951,p_OG0003282,4
h_OG0010416,p_OG0003282,5
h_OG0000585,p_OG0003285,4
h_OG0000718,p_OG0003285,4
h_OG0002010,p_OG0003285,4
h_OG0002319,p_OG0003285,3
h_OG0002534,p_OG0003285,4
h_OG0002738,p_OG0003285,3
h_OG0003349,p_OG0003285,4
h_OG0004393,p_OG0003285,5
h_OG0004428,p_OG0003285,4
h_OG0004702,p_OG0003285,4
h_OG0004744,p_OG0003285,3
h_OG0004993,p_OG0003285,5
h_OG0005135,p_OG0003285,4
h_OG0005546,p_OG0003285,4
h_OG0005972,p_OG0003285,4
h_OG0006031,p_OG0003285,3
h_OG0006366,p_OG0003285,4
h_OG0006522,p_OG0003285,3
h_OG0006896,p_OG0003285,5
h_OG0007059,p_OG0003285,4
h_OG0007138,p_OG0003285,4
h_OG0008189,p_OG0003285,4
h_OG0008996,p_OG0003285,4
h_OG0010049,p_OG0003285,4
h_OG0010648,p_OG0003285,3
h_OG0011845,p_OG0003285,3
h_OG0012266,p_OG0003285,4
h_OG0012427,p_OG0003285,3
h_OG0012505,p_OG0003285,4
h_OG0012834,p_OG0003285,4
h_OG0013243,p_OG0003285,4
h_OG0013925,p_OG0003285,3
h_OG0014001,p_OG0003285,4
h_OG0000256,p_OG0003286,4
h_OG0000476,p_OG0003286,4
h_OG0000585,p_OG0003286,4
h_OG0000718,p_OG0003286,4
h_OG0001042,p_OG0003286,4
h_OG0001052,p_OG0003286,4
h_OG0001063,p_OG0003286,3
h_OG0001416,p_OG0003286,3
h_OG0002010,p_OG0003286,4
h_OG0002319,p_OG0003286,3
h_OG0002719,p_OG0003286,4
h_OG0002738,p_OG0003286,3
h_OG0003349,p_OG0003286,4
h_OG0003642,p_OG0003286,4
h_OG0003674,p_OG0003286,4
h_OG0003717,p_OG0003286,4
h_OG0003844,p_OG0003286,3
h_OG0004148,p_OG0003286,3
h_OG0004393,p_OG0003286,4
h_OG0004428,p_OG0003286,4
h_OG0004436,p_OG0003286,4
h_OG0004641,p_OG0003286,4
h_OG0004702,p_OG0003286,4
h_OG0004744,p_OG0003286,3
h_OG0004876,p_OG0003286,4
h_OG0004993,p_OG0003286,5
h_OG0005135,p_OG0003286,5
h_OG0005301,p_OG0003286,4
h_OG0005384,p_OG0003286,4
h_OG0005546,p_OG0003286,4
h_OG0005820,p_OG0003286,4
h_OG0005972,p_OG0003286,4
h_OG0006051,p_OG0003286,4
h_OG0006303,p_OG0003286,4
h_OG0006366,p_OG0003286,4
h_OG0006389,p_OG0003286,4
h_OG0006522,p_OG0003286,3
h_OG0006896,p_OG0003286,5
h_OG0006948,p_OG0003286,4
h_OG0007038,p_OG0003286,4
h_OG0007059,p_OG0003286,4
h_OG0007111,p_OG0003286,3
h_OG0007138,p_OG0003286,4
h_OG0007301,p_OG0003286,4
h_OG0007414,p_OG0003286,4
h_OG0007967,p_OG0003286,4
h_OG0008118,p_OG0003286,4
h_OG0008189,p_OG0003286,4
h_OG0008416,p_OG0003286,3
h_OG0009595,p_OG0003286,4
h_OG0009666,p_OG0003286,4
h_OG0010095,p_OG0003286,4
h_OG0010416,p_OG0003286,4
h_OG0010547,p_OG0003286,4
h_OG0010584,p_OG0003286,4
h_OG0010648,p_OG0003286,3
h_OG0011099,p_OG0003286,4
h_OG0011489,p_OG0003286,4
h_OG0012266,p_OG0003286,4
h_OG0012322,p_OG0003286,3
h_OG0012505,p_OG0003286,4
h_OG0012834,p_OG0003286,4
h_OG0012836,p_OG0003286,4
h_OG0012932,p_OG0003286,4
h_OG0013031,p_OG0003286,4
h_OG0013925,p_OG0003286,3
h_OG0014001,p_OG0003286,4
h_OG0014013,p_OG0003286,3
h_OG0003930,p_OG0003287,4
h_OG0005185,p_OG0003287,4
h_OG0009455,p_OG0003287,4
h_OG0007740,p_OG0003289,5
h_OG0000853,p_OG0003292,4
h_OG0001792,p_OG0003292,4
h_OG0003505,p_OG0003292,4
h_OG0003523,p_OG0003292,5
h_OG0003527,p_OG0003292,4
h_OG0003834,p_OG0003292,4
h_OG0003975,p_OG0003292,4
h_OG0004264,p_OG0003292,4
h_OG0005185,p_OG0003292,4
h_OG0009168,p_OG0003292,4
h_OG0011489,p_OG0003292,4
h_OG0002319,p_OG0003293,3
h_OG0002534,p_OG0003293,4
h_OG0002738,p_OG0003293,3
